0.33333	1
0.34333	1.0021
0.35333	1.0087
0.36333	1.0204
0.37333	1.0381
0.38333	1.0629
0.39333	1.0965
0.40333	1.1414
0.41333	1.201
0.42333	1.2808
0.43333	1.3894
0.44333	1.5419
0.45333	1.7658
0.46333	2.1191
0.47333	2.7469
0.48333	4.1422
0.49333	9.7568
0.50333	19.128
0.51333	5.0762
0.52333	3.078
0.53333	2.2857
0.54333	1.8648
0.55333	1.6066
0.56333	1.4344
0.57333	1.3132
0.58333	1.225
0.59333	1.1594
0.60333	1.1101
0.61333	1.073
0.62333	1.0455
0.63333	1.0256
0.64333	1.012
0.65333	1.0038
0.66333	1.0002
